$DATA1 SOURCE='HSPICE' VERSION='H-2013.03-SP1 32-BIT'
$OPTION MEASFORM=3
.TITLE '*ama1 validation'
tplh_a00,tplh_a01,tplh_a10,tplh_a11,tphl_a00,tphl_a01,tphl_a10,tphl_a11,e_in,e_fa,e_out,temper,alter#
5.912e-11, 6.127e-11, 5.901e-11, 5.914e-11, 5.624e-11, 6.325e-11, 6.267e-11, 5.665e-11,-1.258e-15,-1.408e-15,-1.384e-15,  25.0000,1
