$DATA1 SOURCE='HSPICE' VERSION='H-2013.03-SP1 32-BIT'
$OPTION MEASFORM=3
.TITLE '*ama1 validation'
tplh_0b0,tplh_0b1,tplh_1b0,tplh_1b1,tphl_0b0,tphl_0b1,tphl_1b0,tphl_1b1,e_in,e_fa,e_out,temper,alter#
6.425e-10, 6.391e-10, 6.408e-10, 6.435e-10, 5.965e-10, 5.981e-10, 5.966e-10, 5.943e-10,-8.374e-16,-9.001e-16,-8.718e-16,  25.0000,1
