$DATA1 SOURCE='HSPICE' VERSION='H-2013.03-SP1 32-BIT'
$OPTION MEASFORM=3
.TITLE '*ama1 test sum'
tphl_0b0,tphl_0b1,tphl_a01,tphl_1b0,tphl_10c,tplh_0b0,tplh_0b1,tplh_10c,tplh_1b0,tplh_a01,e_in,e_fa,e_out,temper,alter#
9.259e-12, 8.279e-12, 9.674e-12, 8.140e-12, 1.040e-11, 7.945e-12, 1.144e-11, 1.019e-11, 1.105e-11, 1.174e-11,-6.661e-15,-8.712e-15,-8.213e-15,  25.0000,1
