$DATA1 SOURCE='HSPICE' VERSION='H-2013.03-SP1 32-BIT'
$OPTION MEASFORM=3
.TITLE '*mirror test cout'
tplh_0b1,tphl_0b1,tplh_a01,tphl_a01,tplh_01c,tphl_01c,tplh_a10,tphl_a10,tplh_1b0,tphl_1b0,tplh_10c,tphl_10c,e_in,e_fa,e_out,temper,alter#
1.243e-11, 1.443e-11, 1.380e-11, 1.778e-11, 1.340e-11, 1.304e-11, 1.300e-11, 1.443e-11, 1.225e-11, 1.415e-11, 1.458e-11, 1.337e-11,-4.850e-15,-8.689e-15,-6.689e-15,  25.0000,1
