$DATA1 SOURCE='HSPICE' VERSION='H-2013.03-SP1 32-BIT'
$OPTION MEASFORM=3
.TITLE '*axa3 test cout'
tplh_0b1,tphl_0b1,tplh_a01,tphl_a01,tplh_01c,tphl_01c,tplh_a10,tphl_a10,tplh_1b0,tphl_1b0,tplh_10c,tphl_10c,e_in,e_fa,e_out,temper,alter#
1.821e-11, 2.217e-11, 1.764e-11,-1.987e-09, 1.077e-11, 1.437e-11,-9.680e-10, 1.113e-11, 4.121e-10,-1.973e-09,-1.609e-09, 3.003e-11,-3.560e-15,-5.138e-16,-1.102e-14,  25.0000,1
