tplh_0b1,tphl_0b1,tplh_a01,tphl_a01,tplh_01c,tphl_01c,tplh_a10,tphl_a10,tplh_1b0,tphl_1b0,tplh_10c,tphl_10c,e_in,e_fa,e_out,temper,alter#
4.478e-11, 4.243e-11, 4.446e-11, 4.325e-11, 4.404e-11, 4.140e-11, 4.595e-11, 4.225e-11, 4.464e-11, 4.226e-11, 4.391e-11, 4.137e-11,-8.266e-15,-9.473e-14,   0.,  25.0000,1
