tplh_0b1,tphl_0b1,tplh_a01,tphl_a01,tplh_01c,tphl_01c,tplh_a10,tphl_a10,tplh_1b0,tphl_1b0,tplh_10c,tphl_10c,e_in,e_fa,e_out,temper,alter#
6.803e-11, 5.678e-11, 5.008e-11,   failed, 4.024e-09, 4.055e-09,   failed, 2.116e-09, 2.022e-09,   failed,   failed, 1.113e-10,-3.762e-14,-1.116e-15,   0.,  25.0000,1
