tplh_0b1,tphl_0b1,tplh_a01,tphl_a01,tplh_01c,tphl_01c,tplh_a10,tphl_a10,tplh_1b0,tphl_1b0,tplh_10c,tphl_10c,e_in,e_fa,e_out,temper,alter#
1.275e-10, 1.578e-10, 1.102e-10,   failed, 4.024e-09, 4.158e-09,   failed, 2.115e-09, 2.016e-09,   failed,   failed, 1.113e-10,-3.810e-14,-1.509e-14,   0.,  25.0000,1
